Car Body,Welding Spot,Date,current_mean,current_std,current_min,current_max,current_median,current_range,current_non_zero_count,current_non_zero_ratio,current_peak_position,current_peak_value,current_first_non_zero,current_last_non_zero,current_area,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_median,voltage_range,voltage_non_zero_count,voltage_non_zero_ratio,voltage_peak_position,voltage_peak_value,voltage_first_non_zero,voltage_last_non_zero,voltage_area,force_mean,force_std,force_min,force_max,force_median,force_range,force_non_zero_count,force_non_zero_ratio,force_peak_position,force_peak_value,force_first_non_zero,force_last_non_zero,force_area,Fault
0,0,2023-06-13,0.5141071257389382,0.3387317413476039,0.0,0.7670554401661607,0.7429301805400224,0.7670554401661607,704,0.704,210,0.7670554401661607,0,709,514.0814826649629,0.3018965517241379,0.20256995170296616,0.0,0.5090744101633394,0.3986690865093769,0.5090744101633394,700,0.7,194,0.5090744101633394,0,709,301.8805202661823,0.19868341708542822,0.13213754462195645,0.0,0.3165829145728643,0.2864321608040201,0.3165829145728643,694,0.694,707,0.3165829145728643,0,709,198.5603015075386,0
0,1,2023-06-13,0.4832287106566531,0.3179407441167665,0.0,0.728950311551366,0.6917239175587154,0.728950311551366,704,0.704,678,0.728950311551366,0,709,483.20015178143393,0.30792891712038584,0.20485427846724563,0.0,0.4758015728977616,0.4346642468239564,0.4758015728977616,700,0.7,371,0.4758015728977616,0,709,307.91303690260133,0.1998090452261305,0.13304947566857384,0.0,0.3165829145728643,0.2864321608040201,0.3165829145728643,694,0.694,707,0.3165829145728643,0,709,199.68592964824097,0
0,2,2023-06-13,0.5160621505032752,0.340744420940953,0.0,0.7752037066624061,0.7507589071736699,0.7752037066624061,704,0.704,323,0.7752037066624061,0,709,516.0347100175752,0.30571536600120847,0.20340723854627157,0.0,0.4818511796733212,0.4192377495462795,0.4818511796733212,700,0.7,219,0.4818511796733212,0,709,305.6993345432536,0.19723618090452505,0.1311048920324123,0.0,0.3165829145728643,0.2864321608040201,0.3165829145728643,694,0.694,707,0.3165829145728643,0,709,197.1130653266356,0
0,3,2023-06-13,0.31613931938009365,0.308400699219332,0.0,0.6596900463332801,0.4682856686371625,0.6596900463332801,523,0.523,209,0.6596900463332801,0,529,316.119947275923,0.19910375075620015,0.19853567239123615,0.0,0.5381125226860254,0.3124621899576527,0.5381125226860254,520,0.52,133,0.5381125226860254,0,529,199.0933151845122,0.14761809045226112,0.14373323044551825,0.0,0.3165829145728643,0.271356783919598,0.3165829145728643,514,0.514,527,0.3165829145728643,0,529,147.4949748743716,0
0,4,2023-06-13,0.3111222239974446,0.30327145014133566,0.0,0.6459498322415721,0.4678862438089151,0.6459498322415721,523,0.523,251,0.6459498322415721,0,529,311.1031714331367,0.19139080459770055,0.18883776311028008,0.0,0.4939503932244404,0.30323653962492436,0.4939503932244404,520,0.52,134,0.4939503932244404,0,529,191.3811252268596,0.14693467336683425,0.14314486459983963,0.0,0.3165829145728643,0.2663316582914573,0.3165829145728643,514,0.514,527,0.3165829145728643,0,529,146.81155778894467,0
0,5,2023-06-13,0.2922915002396541,0.2950066329238933,0.0,0.6332481227033072,0.12665761303722634,0.6332481227033072,504,0.504,138,0.6332481227033072,0,509,292.27660169356113,0.21369116757410747,0.21755024744023577,0.0,0.5626134301270418,0.01088929219600725,0.5626134301270418,500,0.5,131,0.5626134301270418,0,509,213.67800967937075,0.14102010050251276,0.14326870504547679,0.0,0.3165829145728643,0.0,0.3165829145728643,493,0.493,507,0.3165829145728643,0,507,140.89698492462333,0
0,6,2023-06-13,0.3053169835436969,0.30983740183245234,0.0,0.6696756670394631,0.1312909410448953,0.6696756670394631,504,0.504,306,0.6696756670394631,0,509,305.30256430739763,0.20421506352087193,0.21139632182576237,0.0,0.5414398064125832,0.0084694494857834,0.5414398064125832,500,0.5,135,0.5414398064125832,0,509,204.2055353902004,0.1476080402010061,0.15030822973195096,0.0,0.3266331658291457,0.0,0.3266331658291457,494,0.494,314,0.3266331658291457,0,509,147.48492462311663,0
0,7,2023-06-13,0.48621616871704515,0.3201367254168174,0.0,0.8890397827128934,0.6798210576769452,0.8890397827128934,705,0.705,39,0.8890397827128934,0,719,486.1795814027796,0.3004534180278286,0.20104225538162157,0.0,0.5595886267392619,0.4013914095583787,0.5595886267392619,700,0.7,49,0.5595886267392619,0,719,300.4358741681801,0.19976884422110558,0.13329239117031524,0.0,0.3165829145728643,0.2864321608040201,0.3165829145728643,694,0.694,717,0.3165829145728643,0,719,199.64572864321585,0
0,8,2023-06-13,0.3017093784949685,0.2813624763314133,0.0,0.6171113596421154,0.467007509186771,0.6171113596421154,544,0.544,211,0.6171113596421154,0,549,301.69487937370144,0.2148236539624925,0.2034036369353237,0.0,0.5353901996370236,0.3569267997580157,0.5353901996370236,540,0.54,155,0.5353901996370236,0,549,214.8121597096191,0.16416080402010175,0.15449901981096145,0.0,0.3266331658291457,0.2663316582914573,0.3266331658291457,534,0.534,217,0.3266331658291457,0,549,164.0376884422123,0
0,9,2023-06-13,0.3064456782233591,0.3100438089372303,0.0,0.6753474996005752,0.14299408851254192,0.6753474996005752,504,0.504,500,0.6753474996005752,0,509,306.431139159611,0.2128091349062313,0.21621971203826937,0.0,0.5381125226860254,0.0083182093163944,0.5381125226860254,500,0.5,130,0.5381125226860254,0,509,212.7986993345431,0.14040201005025219,0.14232131670255707,0.0,0.3266331658291457,0.0,0.3266331658291457,494,0.494,507,0.3266331658291457,0,509,140.2788944723627,1
